Users_Followers,Post_Length,Number of Mentions (@),Number of Hashtags (#),# of Favorites,# of Boosts,Post Time,Post has Media
31431,112,5,0,0,0,2024-11-20 17:46:23+00:00,0
604,160,1,0,0,0,2024-11-20 16:39:40+00:00,0
30359,31,1,0,0,0,2024-11-20 17:46:06+00:00,0
590,324,1,0,0,0,2024-11-20 17:46:23+00:00,0
316,95,0,0,0,0,2024-11-20 17:46:28.074000+00:00,0
224,25,1,0,0,0,2024-11-20 17:46:26+00:00,0
236,158,0,0,0,0,2024-11-20 17:46:05+00:00,0
39574,296,1,0,0,0,2024-11-20 17:18:56+00:00,0
56,69,1,2,0,1,2024-11-20 17:46:24+00:00,0
722,304,1,0,0,0,2024-11-20 17:46:23+00:00,0
141,191,0,2,0,1,2024-11-20 17:46:24+00:00,0
437,220,1,0,0,0,2024-11-20 17:46:20+00:00,0
1649,47,0,0,0,0,2024-11-20 17:46:16+00:00,0
96,47,1,0,0,0,2024-11-20 17:46:17+00:00,0
11,301,1,0,0,0,2024-11-20 17:46:16+00:00,0
11,202,1,0,0,0,2024-11-20 17:45:57+00:00,0
1677,43,2,0,0,0,2024-11-20 17:46:17+00:00,0
1737,23,0,1,0,0,2024-11-20 17:51:57+00:00,1
2540,301,1,0,0,0,2024-11-20 17:19:49+00:00,0
6037,60,1,0,0,0,2024-11-20 17:51:57+00:00,0
367,96,0,0,0,0,2024-11-20 17:51:59.893000+00:00,0
233,26,1,0,0,0,2024-11-20 17:51:54+00:00,0
70136,265,1,0,0,0,2024-11-20 17:37:22+00:00,0
111,222,2,0,0,0,2024-11-20 17:51:54+00:00,0
9451,190,0,13,0,0,2024-11-20 17:51:23+00:00,1
44,78,1,0,0,0,2024-11-20 17:51:51+00:00,0
1131,21,0,0,0,0,2024-11-20 17:51:53.355000+00:00,1
69,64,1,0,0,0,2024-11-20 17:51:53+00:00,0
9070,177,0,6,0,0,2024-11-20 17:51:49+00:00,1
185,40,0,0,0,0,2024-11-20 17:51:48+00:00,0
19,44,1,0,0,0,2024-11-20 17:51:47+00:00,0
236,82,0,0,0,0,2024-11-20 17:40:00.082000+00:00,0
209,218,0,0,0,0,2024-11-20 17:51:44+00:00,0
20121,114,0,0,0,0,2024-11-20 17:51:46+00:00,0
885,234,0,0,0,0,2024-11-20 17:51:48+00:00,0
1280,66,1,0,0,0,2024-11-20 17:51:45+00:00,0
44027,43,1,0,0,0,2024-11-20 17:50:59+00:00,0
1360,56,1,0,0,0,2024-11-20 17:51:43.659000+00:00,0
5043,253,0,0,0,0,2024-11-20 17:51:39+00:00,1
236,199,0,0,0,0,2024-11-20 17:39:27.400000+00:00,0
70,112,2,3,0,0,2024-11-20 17:51:39+00:00,0
435,56,1,0,0,0,2024-11-20 17:51:39+00:00,0
2540,277,1,0,0,0,2024-11-20 17:19:32+00:00,0
141,21,1,0,0,0,2024-11-20 17:51:37+00:00,0
1071,39,1,0,0,0,2024-11-20 17:51:35+00:00,0
3373,159,0,0,0,1,2024-11-20 17:51:34+00:00,1
15761,474,0,0,0,0,2024-11-20 17:51:19+00:00,0
231,91,1,0,0,0,2024-11-20 17:51:30+00:00,0
4,497,2,0,0,0,2024-11-20 17:51:26+00:00,0
791,486,1,0,0,0,2024-11-20 17:51:21+00:00,0
546,41,0,0,0,0,2024-11-20 17:51:25+00:00,0
203,94,1,0,0,0,2024-11-20 17:51:24+00:00,0
2986,1945,0,16,0,0,2024-11-20 17:51:21+00:00,1
24769,41,0,0,0,0,2024-11-20 17:51:21+00:00,1
141,14,1,0,0,0,2024-11-20 17:51:21+00:00,1
2,155,1,0,0,0,2024-11-20 17:51:19+00:00,0
885,485,0,0,0,1,2024-11-20 17:51:12+00:00,0
236,58,0,0,0,0,2024-11-20 17:57:03+00:00,0
407,59,1,0,0,0,2024-11-20 17:57:00+00:00,0
114,54,0,1,0,0,2024-11-20 17:57:00+00:00,1
574,12,1,0,0,0,2024-11-20 17:56:59+00:00,0
825,917,0,0,0,0,2024-11-20 17:57:01+00:00,0
132,158,1,0,0,0,2024-11-20 17:57:00+00:00,0
1148,40,0,0,0,0,2024-11-20 17:56:59+00:00,0
1202,116,0,0,0,0,2024-11-20 17:56:47+00:00,0
552,128,1,0,0,0,2024-11-20 17:56:57+00:00,0
4364,239,0,3,0,0,2024-11-20 17:56:56+00:00,1
1095,177,0,11,0,0,2024-11-20 17:56:54+00:00,0
28,325,1,0,0,0,2024-11-20 17:56:54+00:00,0
1808,496,0,0,0,0,2024-11-20 17:56:53+00:00,0
989,499,0,0,0,0,2024-11-20 17:56:53+00:00,0
979,189,1,0,0,0,2024-11-20 17:56:53+00:00,0
2482,337,1,0,0,0,2024-11-20 17:56:52+00:00,0
1,387,1,0,0,0,2024-11-20 17:56:52+00:00,0
421,89,0,0,0,0,2024-11-20 17:56:50+00:00,0
133,154,0,0,0,0,2024-11-20 17:56:50+00:00,0
134,92,0,0,0,0,2024-11-20 17:56:49.373000+00:00,0
356,62,1,0,0,0,2024-11-20 17:56:45+00:00,0
398864,236,1,0,0,0,2024-11-20 17:35:45+00:00,0
215,26,1,0,0,0,2024-11-20 17:56:46+00:00,0
3,267,1,0,0,0,2024-11-20 17:56:44+00:00,0
1059,181,0,1,0,1,2024-11-20 17:56:45+00:00,0
4666,610,0,0,0,0,2024-11-20 17:56:39+00:00,0
238,187,0,0,0,0,2024-11-20 17:56:26+00:00,0
99,86,1,0,0,0,2024-11-20 17:56:39+00:00,0
45,112,1,0,0,0,2024-11-20 17:56:38+00:00,0
23,439,0,2,0,1,2024-11-20 17:56:37+00:00,0
5183,111,1,0,0,0,2024-11-20 17:56:34+00:00,0
10092,61,1,0,0,0,2024-11-20 17:56:30+00:00,0
161,56,1,0,0,0,2024-11-20 17:56:31+00:00,0
552,264,0,2,0,0,2024-11-20 17:56:31+00:00,0
0,234,1,0,0,0,2024-11-20 17:55:55+00:00,0
29,179,1,0,0,0,2024-11-20 17:56:32+00:00,0
98,317,0,5,0,1,2024-11-20 17:56:31+00:00,0
406,223,0,0,0,0,2024-11-20 17:54:12.032000+00:00,0
72,117,1,0,0,0,2024-11-20 17:56:27+00:00,0
301,111,0,2,0,0,2024-11-20 17:56:26+00:00,0
137,41,0,0,0,0,2024-11-20 18:02:02+00:00,0
727,264,1,0,0,0,2024-11-20 18:02:00+00:00,0
38,125,1,0,0,0,2024-11-20 18:01:43+00:00,0
2093,489,0,1,0,0,2024-11-20 18:01:47+00:00,1
1,76,1,0,0,0,2024-11-20 18:01:51+00:00,1
1424621,188,1,0,0,0,2024-11-20 16:00:29+00:00,0
1095,163,0,3,0,0,2024-11-20 18:01:54+00:00,0
17,167,3,0,0,0,2024-11-20 18:01:54+00:00,0
0,16,1,0,0,0,2024-11-20 18:01:50+00:00,0
2650,0,0,0,0,0,2024-11-20 18:01:50+00:00,1
730,8,1,0,0,0,2024-11-20 18:01:50+00:00,0
1649,86,1,0,0,0,2024-11-20 18:01:45+00:00,0
733,236,0,0,0,0,2024-11-20 18:01:48+00:00,0
1424621,196,1,0,0,0,2024-11-20 17:14:17+00:00,0
4885,357,0,4,0,0,2024-11-20 18:00:32+00:00,1
648,23,1,0,0,0,2024-11-20 18:01:45+00:00,0
672,89,0,0,0,0,2024-11-20 18:01:43+00:00,0
663,175,1,0,0,0,2024-11-20 18:01:45+00:00,0
1186,491,0,0,0,0,2024-11-20 18:01:42+00:00,0
39574,355,1,0,0,0,2024-11-20 17:38:28+00:00,0
103,83,0,0,0,0,2024-11-20 18:01:38+00:00,0
1455,88,0,1,0,0,2024-11-20 18:01:38+00:00,0
23,196,1,0,0,0,2024-11-20 18:01:35+00:00,0
642,86,1,0,0,0,2024-11-20 18:01:24+00:00,0
319,240,1,0,0,0,2024-11-20 18:01:36+00:00,0
66375,367,3,0,0,0,2024-11-20 18:01:24+00:00,0
2,110,0,0,0,1,2024-11-20 18:01:35.382000+00:00,0
318,51,1,0,0,0,2024-11-20 18:01:33+00:00,0
33,42,0,0,0,0,2024-11-20 18:01:25+00:00,0
719,0,0,0,0,0,2024-11-20 18:01:27+00:00,1
831,127,1,0,0,0,2024-11-20 18:01:27+00:00,0
236,38,2,0,0,0,2024-11-20 18:01:26+00:00,0
377,250,1,0,0,0,2024-11-20 18:01:23+00:00,0
794,56,0,2,0,0,2024-11-20 18:01:23+00:00,0
242,91,2,0,0,0,2024-11-20 18:01:23+00:00,0
2900,269,0,0,0,0,2024-11-20 18:01:23+00:00,0
2900,279,0,0,0,0,2024-11-20 18:01:15+00:00,0
2900,292,0,0,0,0,2024-11-20 18:01:13+00:00,0
2442,454,0,0,0,1,2024-11-20 18:01:19+00:00,0
1148,277,0,0,0,0,2024-11-20 18:01:18+00:00,0
374,125,1,0,0,0,2024-11-20 18:07:02+00:00,0
964,45,1,0,0,0,2024-11-20 18:07:01+00:00,0
13,77,1,0,0,0,2024-11-20 18:06:52+00:00,0
53,54,1,0,0,0,2024-11-20 18:06:35+00:00,0
2762,54,1,0,0,0,2024-11-20 18:06:43+00:00,0
13601,53,1,0,0,0,2024-11-20 18:06:55+00:00,0
1565,78,0,0,0,0,2024-11-20 18:06:57+00:00,0
28,13,1,0,0,0,2024-11-20 18:06:52+00:00,0
1,148,1,0,0,0,2024-11-20 18:06:40+00:00,0
3920,176,2,0,0,0,2024-11-20 18:06:38+00:00,0
22,304,0,0,0,0,2024-11-20 18:06:50+00:00,0
1493,43,1,0,0,0,2024-11-20 18:06:50+00:00,0
613,239,0,0,0,0,2024-11-20 18:06:46+00:00,0
1237,286,1,0,0,0,2024-11-20 18:06:40+00:00,0
9334,49,1,0,0,0,2024-11-20 18:06:44+00:00,0
655,17,0,0,0,0,2024-11-20 18:06:45+00:00,0
64998,310,1,0,0,0,2024-11-20 18:06:45.794000+00:00,0
339,72,2,0,0,0,2024-11-20 18:06:41.074000+00:00,0
1533,40,3,0,0,0,2024-11-20 18:06:41+00:00,0
293,142,3,0,0,0,2024-11-20 18:06:30+00:00,0
2540,284,1,0,0,0,2024-11-20 17:46:58+00:00,0
145,78,0,0,0,0,2024-11-20 18:06:40+00:00,1
505,10,1,0,0,0,2024-11-20 18:06:40+00:00,0
2145,35,1,0,0,0,2024-11-20 18:06:39+00:00,0
143,107,1,0,0,0,2024-11-20 18:06:32+00:00,0
5183,233,1,0,0,0,2024-11-20 18:06:35+00:00,0
367,35,1,0,0,0,2024-11-20 18:06:39.244000+00:00,0
2540,316,1,0,0,1,2024-11-20 17:07:29+00:00,0
159,43,1,0,0,0,2024-11-20 18:06:37+00:00,0
562,25,0,0,0,0,2024-11-20 18:06:37+00:00,1
24769,146,0,0,0,0,2024-11-20 18:06:29+00:00,1
1272,78,0,0,0,0,2024-11-20 18:06:30+00:00,0
557,35,0,0,0,0,2024-11-20 18:06:34+00:00,1
460,191,0,1,0,0,2024-11-20 18:06:35+00:00,0
1787,50,0,0,0,0,2024-11-20 18:06:29+00:00,1
1,20,1,0,0,0,2024-11-20 18:06:34+00:00,0
1125,106,1,0,0,0,2024-11-20 18:06:34+00:00,0
366,70,1,0,0,0,2024-11-20 18:06:28+00:00,0
620,432,3,0,0,0,2024-11-20 18:06:32+00:00,0
10428,273,0,0,0,0,2024-11-20 18:06:28+00:00,1
3064,476,0,3,0,0,2024-11-20 18:10:55+00:00,1
1082,25,2,0,0,0,2024-11-20 18:12:02+00:00,0
770,357,0,1,0,0,2024-11-20 18:12:02+00:00,1
707,73,1,0,0,0,2024-11-20 18:10:50+00:00,0
426,152,0,0,0,0,2024-11-20 18:12:02+00:00,0
3954,217,0,0,0,0,2024-11-20 18:12:01+00:00,0
2043,131,1,0,0,0,2024-11-20 18:10:56+00:00,0
812,145,0,1,0,0,2024-11-20 18:10:52+00:00,0
136986,233,1,0,0,0,2024-11-20 17:47:19+00:00,0
11,100,1,0,0,0,2024-11-20 18:10:46+00:00,0
9479,202,0,0,0,0,2024-11-20 18:11:29+00:00,0
166,338,1,0,0,0,2024-11-20 17:59:15+00:00,0
167,311,0,0,0,0,2024-11-20 18:10:41+00:00,0
603,290,3,0,0,0,2024-11-20 18:10:05+00:00,0
691,209,0,0,0,0,2024-11-20 18:11:51+00:00,0
2303,140,0,0,0,0,2024-11-20 18:11:41.070000+00:00,0
737,216,0,0,0,0,2024-11-20 18:11:48+00:00,0
1035,135,1,1,0,0,2024-11-20 18:11:29+00:00,0
428,322,0,0,0,0,2024-11-20 18:11:46+00:00,0
136986,216,1,0,0,0,2024-11-20 17:53:26+00:00,0
3,25,1,0,0,0,2024-11-20 18:10:34+00:00,0
42,123,1,4,0,0,2024-11-20 18:11:42+00:00,0
211,316,0,4,0,0,2024-11-20 18:11:37+00:00,0
2249,132,0,0,0,0,2024-11-20 18:11:35+00:00,0
535,123,2,0,0,0,2024-11-20 18:11:39.056000+00:00,0
3050,152,0,1,0,0,2024-11-20 18:10:31+00:00,0
263,45,1,0,0,0,2024-11-20 18:11:40+00:00,0
172,280,0,2,0,0,2024-11-20 18:10:31+00:00,0
5242,36,1,1,0,0,2024-11-20 18:11:38+00:00,0
703,1664,0,0,0,0,2024-11-20 18:11:35+00:00,0
61,98,1,0,0,0,2024-11-20 18:11:34+00:00,0
60,111,1,0,0,0,2024-11-20 18:11:14+00:00,0
1813,96,0,0,0,0,2024-11-20 18:10:52+00:00,0
1296,35,1,0,0,0,2024-11-20 18:11:31+00:00,0
240,139,1,1,0,0,2024-11-20 18:10:04+00:00,0
184,385,0,6,0,0,2024-11-20 17:52:18+00:00,0
941,59,0,0,0,0,2024-11-20 18:11:12+00:00,0
1443,209,1,0,0,0,2024-11-20 18:11:22.615000+00:00,0
269,469,1,0,0,0,2024-11-20 18:11:22+00:00,0
2303,68,0,0,0,0,2024-11-20 18:11:13.483000+00:00,0
1060,178,0,1,0,0,2024-11-20 18:17:35+00:00,0
2585,582,0,0,0,0,2024-11-20 18:16:27+00:00,0
1847,12,1,0,0,0,2024-11-20 18:17:04+00:00,0
420,121,2,0,0,0,2024-11-20 18:17:31+00:00,0
198,125,1,0,0,0,2024-11-20 18:17:29+00:00,0
787,13,1,0,0,0,2024-11-20 18:17:25+00:00,0
181,211,0,0,0,0,2024-11-20 18:17:28+00:00,0
4214,94,0,0,0,0,2024-11-20 18:17:19+00:00,0
320,42,1,1,0,0,2024-11-20 18:17:10+00:00,0
120,57,1,0,0,0,2024-11-20 18:17:22+00:00,0
655,34,0,2,0,0,2024-11-20 18:16:44+00:00,1
991,14,1,0,0,0,2024-11-20 18:17:21+00:00,0
108,173,0,2,0,0,2024-11-20 18:17:20+00:00,1
245,174,1,0,0,0,2024-11-20 18:17:21+00:00,0
8693,276,1,0,0,0,2024-11-20 18:00:16+00:00,0
236,54,1,0,0,0,2024-11-20 17:49:29.189000+00:00,0
3470,103,0,1,0,0,2024-11-20 18:17:11+00:00,0
3368,284,0,0,0,0,2024-11-20 18:17:08+00:00,1
2940,290,0,1,0,0,2024-11-20 18:17:11+00:00,1
275,85,1,0,0,0,2024-11-20 18:17:12+00:00,0
990,73,1,0,0,0,2024-11-20 18:17:12+00:00,0
367,38,2,0,0,0,2024-11-20 18:17:13.183000+00:00,0
399,253,0,0,0,0,2024-11-20 18:17:10+00:00,0
189,226,1,0,0,0,2024-11-20 18:17:09+00:00,0
126,72,0,0,0,0,2024-11-20 18:17:06+00:00,1
8693,225,1,0,0,0,2024-11-20 17:58:27+00:00,0
3755,255,1,0,0,0,2024-11-20 17:51:08+00:00,0
3755,289,1,0,0,0,2024-11-20 17:50:59+00:00,0
95,18,1,0,0,0,2024-11-20 18:17:05+00:00,0
9479,483,0,0,0,0,2024-11-20 18:15:53+00:00,0
55,34,0,0,0,0,2024-11-20 18:17:02+00:00,1
1558,492,0,1,0,0,2024-11-20 18:17:02+00:00,0
533,488,0,1,0,0,2024-11-20 18:17:01+00:00,0
476,35,1,0,0,0,2024-11-20 18:16:57+00:00,0
7,137,2,0,0,0,2024-11-20 18:16:53+00:00,0
1213,41,0,0,0,0,2024-11-20 18:16:55+00:00,0
904,56,1,0,0,0,2024-11-20 18:16:55+00:00,0
639,47,0,0,0,0,2024-11-20 18:16:52+00:00,0
136,315,1,1,0,1,2024-11-20 18:16:52+00:00,0
332,36,0,1,0,0,2024-11-20 18:16:49+00:00,1
3386,267,1,0,0,0,2024-11-20 17:58:46+00:00,0
90,59,5,0,0,0,2024-11-20 18:22:33+00:00,0
232,411,1,2,0,0,2024-11-20 18:22:23+00:00,0
640,242,1,0,0,0,2024-11-20 18:22:20+00:00,0
1146,108,1,0,0,0,2024-11-20 18:22:25+00:00,0
638,37,1,0,0,0,2024-11-20 18:22:27+00:00,0
19,142,1,0,0,0,2024-11-20 18:22:27+00:00,0
955,153,2,0,0,0,2024-11-20 18:22:25+00:00,0
522,79,1,0,0,0,2024-11-20 18:22:25+00:00,0
1004,16,1,0,0,0,2024-11-20 18:22:19+00:00,0
1253,185,0,2,0,0,2024-11-20 18:22:20+00:00,1
3,21,2,0,0,0,2024-11-20 18:22:15+00:00,0
504,146,1,0,0,0,2024-11-20 18:22:14+00:00,0
469,132,0,2,0,0,2024-11-20 18:22:07+00:00,1
71,135,0,3,0,0,2024-11-20 18:22:20+00:00,0
1229,80,0,1,0,0,2024-11-20 18:22:13+00:00,1
129,52,0,3,0,0,2024-11-20 18:22:19+00:00,1
1160,28,1,0,0,0,2024-11-20 18:22:06+00:00,0
16,295,1,0,0,0,2024-11-20 18:22:13+00:00,0
322,301,1,0,0,0,2024-11-20 18:22:14+00:00,0
19,439,1,0,0,0,2024-11-20 18:22:12+00:00,0
7156,368,0,0,0,0,2024-11-20 18:22:10+00:00,0
0,32,1,0,0,0,2024-11-20 18:22:09+00:00,0
3368,206,0,0,0,0,2024-11-20 18:21:37+00:00,1
1793,365,0,10,0,1,2024-11-20 18:22:08+00:00,0
101,55,1,0,0,0,2024-11-20 18:22:07+00:00,0
1229,76,0,2,0,0,2024-11-20 18:21:46+00:00,1
29201,386,0,0,0,0,2024-11-20 18:21:36+00:00,1
5877,394,0,0,0,0,2024-11-20 18:22:03+00:00,1
269,394,1,0,0,0,2024-11-20 18:22:05+00:00,0
377,14,1,0,0,0,2024-11-20 18:22:03+00:00,0
990,349,1,0,0,0,2024-11-20 18:21:33+00:00,0
262,47,1,0,0,0,2024-11-20 18:21:31+00:00,0
3423,60,1,0,0,0,2024-11-20 18:21:58+00:00,0
72,178,3,0,0,0,2024-11-20 18:21:50+00:00,0
330,142,2,0,0,0,2024-11-20 18:22:00+00:00,0
2260,73,1,0,0,0,2024-11-20 18:21:51+00:00,0
57774,217,1,0,0,0,2024-11-20 16:33:00+00:00,0
1303,218,1,0,0,0,2024-11-20 18:21:25+00:00,0
1793,359,0,10,0,1,2024-11-20 18:21:58+00:00,0
341,76,2,0,0,0,2024-11-20 18:27:28+00:00,0
377,224,0,0,0,0,2024-11-20 18:27:32+00:00,0
18634,75,1,0,0,0,2024-11-20 18:27:31+00:00,0
1140,13,0,0,0,0,2024-11-20 18:27:30+00:00,1
0,546,1,0,0,0,2024-11-20 18:27:30.240000+00:00,0
1148,95,0,0,0,0,2024-11-20 18:27:28+00:00,0
339,82,0,0,0,0,2024-11-20 18:27:24.715000+00:00,0
71,43,0,0,0,0,2024-11-20 18:27:23+00:00,0
12,99,1,0,0,0,2024-11-20 18:27:22+00:00,0
865,135,1,0,0,0,2024-11-20 18:27:20+00:00,0
108,110,0,0,0,0,2024-11-20 18:27:20+00:00,0
1160,100,1,0,0,0,2024-11-20 18:27:16+00:00,0
123,169,1,0,0,0,2024-11-20 18:27:19+00:00,0
139,233,1,0,0,0,2024-11-20 18:27:14+00:00,0
192,0,0,0,0,0,2024-11-20 18:27:17+00:00,1
535,21,1,0,0,0,2024-11-20 18:27:17+00:00,0
837,168,0,1,0,0,2024-11-20 18:27:15+00:00,0
25,7,1,0,0,0,2024-11-20 18:27:15+00:00,1
698,475,1,0,0,0,2024-11-20 18:27:13+00:00,1
76,268,0,1,0,0,2024-11-20 18:27:13+00:00,0
1130,27,1,0,0,0,2024-11-20 18:26:54+00:00,0
21,75,1,0,0,0,2024-11-20 18:27:07+00:00,0
620,46,1,0,0,0,2024-11-20 18:27:06+00:00,0
177,106,2,0,0,0,2024-11-20 18:27:02+00:00,0
142,79,1,0,0,0,2024-11-20 18:27:03.411000+00:00,0
17,82,0,0,0,0,2024-11-20 18:26:43+00:00,0
245,17,1,0,0,0,2024-11-20 18:27:02+00:00,0
129,56,0,3,0,0,2024-11-20 18:27:01+00:00,1
176,183,0,0,0,0,2024-11-20 18:26:59+00:00,0
275,97,1,0,0,0,2024-11-20 18:26:54+00:00,0
535,112,3,0,0,0,2024-11-20 18:26:57.294000+00:00,0
1732,347,0,0,0,1,2024-11-20 18:26:55+00:00,0
1417,159,1,0,0,0,2024-11-20 18:26:57+00:00,0
1253,136,0,3,0,0,2024-11-20 18:26:54+00:00,0
823,284,0,0,0,0,2024-11-20 18:26:52+00:00,0
493,170,1,0,0,0,2024-11-20 18:26:57+00:00,0
9479,403,0,0,0,0,2024-11-20 18:26:13+00:00,0
2,29,1,0,0,0,2024-11-20 18:26:48+00:00,0
937,58,1,0,0,0,2024-11-20 18:26:44+00:00,0
908,84,2,1,0,0,2024-11-20 18:26:50+00:00,0
230,145,1,0,0,0,2024-11-20 18:32:35+00:00,0
3608,452,0,1,0,0,2024-11-20 18:32:32+00:00,1
2074,535,0,12,0,0,2024-11-20 18:32:31+00:00,1
216,322,1,0,0,0,2024-11-20 18:32:33+00:00,0
1419,77,0,0,0,0,2024-11-20 16:57:01+00:00,0
469,301,0,1,0,0,2024-11-20 18:32:31+00:00,0
249,0,0,0,0,0,2024-11-20 18:32:22.864000+00:00,1
773,191,1,0,0,0,2024-11-20 18:30:50+00:00,0
870,55,2,0,0,0,2024-11-20 18:32:31+00:00,0
2149,62,1,0,0,0,2024-11-20 18:32:26+00:00,0
3683,159,0,0,0,0,2024-11-20 18:32:26+00:00,0
576,220,2,1,0,0,2024-11-20 18:32:25+00:00,0
2993,341,1,0,0,0,2024-11-20 18:32:24+00:00,0
301,50,1,0,0,0,2024-11-20 18:32:24+00:00,0
246,52,0,0,0,0,2024-11-20 18:32:17+00:00,0
4358,51,1,0,0,0,2024-11-20 18:31:50+00:00,0
1000,22,0,1,0,0,2024-11-20 18:30:01+00:00,1
126,65,0,0,0,0,2024-11-20 18:32:16+00:00,1
4596,290,1,0,0,0,2024-11-20 17:49:04+00:00,0
837,177,0,1,0,0,2024-11-20 18:32:14+00:00,0
1060,296,0,2,0,0,2024-11-20 18:32:14+00:00,0
1747,222,0,0,0,0,2024-11-20 18:32:07+00:00,1
2585,267,0,0,0,0,2024-11-20 18:32:10+00:00,0
79,138,0,0,0,0,2024-11-20 18:32:05.031000+00:00,0
240,226,0,2,0,1,2024-11-20 18:32:09+00:00,0
1,69,0,0,0,0,2024-11-20 18:32:00+00:00,0
338,276,0,0,0,0,2024-11-20 18:32:08+00:00,0
559,334,1,0,0,0,2024-11-20 18:32:08+00:00,0
1278,225,0,0,0,0,2024-11-20 18:32:05+00:00,0
1746,30,0,0,0,1,2024-11-20 18:32:07+00:00,1
234,30,1,0,0,0,2024-11-20 18:32:02+00:00,0
377,15,0,0,0,0,2024-11-20 18:32:01+00:00,0
331,45,1,0,0,0,2024-11-20 18:31:55+00:00,0
0,259,1,0,0,0,2024-11-20 18:31:50+00:00,0
285,432,0,0,0,0,2024-11-20 18:32:00+00:00,0
138,99,1,0,0,0,2024-11-20 18:31:57+00:00,0
394,485,1,0,0,0,2024-11-20 18:31:57+00:00,0
2000,74,1,0,0,0,2024-11-20 18:31:53+00:00,0
467,758,1,4,0,0,2024-11-20 18:31:54.306000+00:00,0
416,12,0,0,0,0,2024-11-20 18:31:48+00:00,1
2609,181,0,0,0,0,2024-11-20 18:37:01+00:00,1
64998,206,1,0,0,0,2024-11-20 18:37:36.483000+00:00,0
161,628,1,0,0,0,2024-11-20 18:37:33.817000+00:00,0
156,72,1,0,0,0,2024-11-20 18:35:42+00:00,1
39574,290,1,0,0,0,2024-11-20 18:14:48+00:00,0
1477,51,0,0,0,0,2024-11-20 18:37:32+00:00,0
1875,329,0,24,0,0,2024-11-20 18:37:32+00:00,1
103,25,2,0,0,0,2024-11-20 18:37:32+00:00,0
2453,0,0,0,0,0,2024-11-20 18:37:28+00:00,1
852,48,2,0,0,0,2024-11-20 18:37:19+00:00,0
520,130,0,1,0,0,2024-11-20 18:37:29+00:00,0
979,52,1,0,0,0,2024-11-20 18:37:25+00:00,0
3469,147,0,0,0,0,2024-11-20 18:37:25+00:00,0
7123,161,0,0,0,0,2024-11-20 18:37:14+00:00,0
994,77,0,1,0,0,2024-11-20 18:37:21+00:00,0
224,268,1,0,0,0,2024-11-20 18:37:21+00:00,0
9334,167,1,0,0,0,2024-11-20 18:37:18+00:00,0
11,35,1,0,0,0,2024-11-20 18:37:18+00:00,0
1253,93,0,2,0,0,2024-11-20 18:37:17+00:00,1
1,129,1,0,0,0,2024-11-20 18:37:14+00:00,0
31439,456,1,0,0,1,2024-11-20 18:37:11+00:00,0
37,103,1,0,0,0,2024-11-20 18:37:13+00:00,0
120,13,0,1,0,1,2024-11-20 18:37:14+00:00,1
5,134,1,0,0,0,2024-11-20 18:37:01+00:00,0
1278,137,0,1,0,0,2024-11-20 18:37:12+00:00,0
52928,268,1,0,0,0,2024-11-20 18:18:24+00:00,0
25,85,1,0,0,0,2024-11-20 18:37:10+00:00,0
18,429,2,0,0,0,2024-11-20 18:37:02+00:00,0
273,247,0,0,0,0,2024-11-20 18:37:08+00:00,0
1736,16,1,0,0,0,2024-11-20 18:36:50+00:00,0
52928,225,1,0,0,0,2024-11-20 18:25:41+00:00,0
440,151,0,0,0,0,2024-11-20 18:37:03+00:00,0
503,56,0,0,0,0,2024-11-20 18:37:02+00:00,1
62,331,1,0,0,0,2024-11-20 18:37:03+00:00,0
273,314,0,0,0,0,2024-11-20 18:37:00+00:00,0
496,48,1,0,0,0,2024-11-20 18:36:59+00:00,0
734,454,0,0,0,0,2024-11-20 18:36:58+00:00,0
994,132,0,3,0,0,2024-11-20 18:36:58+00:00,1
622,23,1,0,0,0,2024-11-20 18:36:57+00:00,0
3368,165,0,0,0,0,2024-11-20 18:36:53+00:00,1
907,650,0,2,0,0,2024-11-20 18:42:36+00:00,0
1100,270,0,2,0,0,2024-11-20 18:42:34+00:00,1
157,60,1,0,0,0,2024-11-20 18:42:34+00:00,0
2993,280,2,0,0,0,2024-11-20 18:42:34+00:00,0
1788,126,3,0,0,0,2024-11-20 18:42:31+00:00,0
104,206,1,9,0,0,2024-11-20 18:42:33+00:00,1
994,0,0,0,0,0,2024-11-20 18:42:33+00:00,1
545,208,0,2,0,0,2024-11-20 18:42:31+00:00,1
312,100,0,0,0,0,2024-11-20 18:42:26.368000+00:00,0
973,487,0,1,0,0,2024-11-20 18:42:23+00:00,0
135,50,2,0,0,0,2024-11-20 18:42:12+00:00,0
227,106,1,0,0,0,2024-11-20 18:42:24+00:00,0
626,15,1,0,0,0,2024-11-20 18:42:22+00:00,0
147,229,0,2,0,0,2024-11-20 18:42:22+00:00,0
23,253,0,0,0,0,2024-10-10 17:36:44+00:00,0
56,81,1,0,0,0,2024-11-20 18:42:19+00:00,0
670,208,1,0,0,0,2024-11-20 18:42:18+00:00,0
37504,162,0,0,0,1,2024-11-20 18:42:15+00:00,0
778,103,0,2,0,0,2024-11-20 18:42:17+00:00,1
991,151,1,0,0,0,2024-11-20 18:42:12+00:00,0
755,123,1,0,0,0,2024-11-20 18:42:10+00:00,0
10,206,1,0,0,0,2024-11-20 18:42:10+00:00,0
125,46,0,0,0,1,2024-11-20 18:42:14+00:00,0
969,175,1,0,0,0,2024-11-20 18:42:11+00:00,0
